Order_ID,Customer_ID,Order_Date,Region,Segment,Category,Sub_Category,Sales,Cost,Profit,Discount
2814,CUST6228,10-02-2023,East,Home Office,Technology,Laptop,2128.24,1294.02,834.22,0.06
2815,CUST3827,24-11-2023,West,Consumer,Technology,Accessories,3304.71,2202.55,1102.16,0.05
2816,CUST2027,16-05-2023,West,Consumer,Furniture,Chair,3476.63,2524.13,952.5,0.26
2817,CUST8462,16-05-2024,North,Consumer,Technology,Laptop,675.63,550.14,125.49,0.2
2818,CUST7967,31-07-2023,North,Home Office,Office Supplies,Binder,663.55,516.19,147.36,0.13
2819,CUST6016,04-03-2023,South,Corporate,Technology,Phone,4730.43,2633.17,2097.26,0.19
2820,CUST3562,31-03-2024,South,Home Office,Technology,Phone,1971.7,1740.47,231.23,0.1
2821,CUST4294,29-05-2024,East,Corporate,Furniture,Table,4814.71,4143.51,671.2,0.08
2822,CUST1282,07-12-2023,North,Home Office,Furniture,Chair,4037.35,3626.52,410.83,0.08
2823,CUST8101,25-05-2024,South,Consumer,Furniture,Chair,2240.21,1586.23,653.98,0.09
2824,CUST8776,17-07-2024,North,Consumer,Technology,Phone,174.8,102.79,72.01,0.08
2825,CUST8091,07-10-2024,South,Consumer,Furniture,Table,2273.64,1292.43,981.21,0.26
2826,CUST9590,11-06-2023,South,Corporate,Office Supplies,Paper,3554.06,1898.15,1655.91,0.2
2827,CUST7077,30-03-2023,West,Corporate,Office Supplies,Binder,3302.92,2914.79,388.13,0
2828,CUST2154,11-06-2023,South,Corporate,Furniture,Chair,1314.87,1145.41,169.46,0.28
2829,CUST8478,15-10-2023,South,Consumer,Technology,Accessories,3630.87,2927.59,703.28,0.03
2830,CUST8678,03-08-2024,North,Consumer,Office Supplies,Paper,2617.99,1551.51,1066.48,0.05
2831,CUST5819,19-05-2023,North,Home Office,Furniture,Table,4070.49,2255.11,1815.38,0.14
2832,CUST5881,11-06-2023,East,Consumer,Furniture,Table,4699.03,2698.81,2000.22,0.29
2833,CUST4214,20-05-2024,North,Consumer,Furniture,Bookcase,4972.01,3591.02,1380.99,0.05
2834,CUST4739,13-06-2024,West,Corporate,Office Supplies,Storage,1648.91,1104.44,544.47,0.09
2835,CUST2425,14-11-2024,East,Home Office,Office Supplies,Paper,1475.11,1311.21,163.9,0.05
2836,CUST7152,28-11-2023,West,Corporate,Furniture,Bookcase,3693.31,1847.26,1846.05,0.18
2837,CUST1696,22-09-2023,East,Corporate,Office Supplies,Storage,4588.12,2822.49,1765.63,0.06
2838,CUST3357,03-09-2023,South,Corporate,Furniture,Table,3293.23,2585.32,707.91,0.21
2839,CUST8660,05-05-2023,South,Corporate,Office Supplies,Paper,1664.65,1000.26,664.39,0.29
2840,CUST6609,03-04-2023,East,Corporate,Furniture,Bookcase,4624.17,3157.97,1466.2,0.25
2841,CUST5829,07-12-2023,East,Consumer,Technology,Phone,2316.39,1551.42,764.97,0.05
2842,CUST4007,26-08-2024,East,Consumer,Furniture,Chair,2189.39,1565.34,624.05,0.01
2843,CUST3308,17-10-2023,North,Home Office,Furniture,Bookcase,2276.15,1849.47,426.68,0.2
2844,CUST5685,30-04-2024,West,Home Office,Technology,Accessories,3212.27,2774.83,437.44,0.01
2845,CUST5388,15-09-2023,South,Corporate,Office Supplies,Paper,2829.53,2305.9,523.63,0.16
2846,CUST2825,07-02-2024,South,Consumer,Office Supplies,Paper,1687.09,935.49,751.6,0.27
2847,CUST1229,24-10-2024,South,Home Office,Furniture,Chair,2406.74,2048.73,358.01,0.18
2848,CUST3256,17-07-2024,North,Corporate,Furniture,Bookcase,3403.54,2796.7,606.84,0.2
2849,CUST3700,01-07-2024,East,Home Office,Office Supplies,Storage,2050.47,1446.51,603.96,0.24
2850,CUST9331,16-09-2023,South,Corporate,Office Supplies,Paper,1930.89,1265.21,665.68,0.03
2851,CUST3658,17-08-2023,West,Corporate,Technology,Phone,4581.46,2457.56,2123.9,0.19
2852,CUST4871,06-08-2023,East,Consumer,Furniture,Table,2124.65,1407.04,717.61,0.2
2853,CUST7537,26-06-2023,East,Home Office,Furniture,Bookcase,428.76,316.2,112.56,0.23
2854,CUST6614,21-08-2023,North,Home Office,Technology,Accessories,4158.24,2362.76,1795.48,0.27
2855,CUST4587,07-03-2023,South,Consumer,Office Supplies,Paper,3315.12,2826.94,488.18,0.15
2856,CUST4639,23-03-2024,North,Corporate,Furniture,Table,2755.96,2391.11,364.85,0.27
2857,CUST7134,08-06-2024,East,Home Office,Office Supplies,Paper,2295.99,1400.01,895.98,0.12
2858,CUST8265,11-12-2024,South,Consumer,Technology,Phone,2000.05,1229.52,770.53,0.08
2859,CUST6594,05-08-2024,North,Home Office,Furniture,Table,4319.21,2280.3,2038.91,0.2
2860,CUST8519,11-05-2023,West,Consumer,Technology,Phone,946.82,603.88,342.94,0.02
2861,CUST8690,11-10-2024,East,Home Office,Office Supplies,Storage,1422.87,1148.78,274.09,0.27
2862,CUST4337,18-11-2024,West,Consumer,Office Supplies,Binder,1185.48,812.55,372.93,0.14
2863,CUST2708,31-01-2023,East,Consumer,Furniture,Chair,4380.52,3526.84,853.68,0.15
2864,CUST3982,30-11-2024,South,Home Office,Office Supplies,Paper,3386.66,2841.21,545.45,0
2865,CUST9074,22-02-2024,East,Corporate,Furniture,Bookcase,2074.16,1789.79,284.37,0.22
2866,CUST6669,10-11-2023,South,Home Office,Office Supplies,Binder,2759.92,1964.67,795.25,0.1
2867,CUST7376,16-11-2023,North,Corporate,Office Supplies,Storage,2650.55,2020.13,630.42,0.13
2868,CUST8932,25-08-2023,South,Home Office,Office Supplies,Binder,3599.35,3039.63,559.72,0.05
2869,CUST1434,15-02-2023,North,Home Office,Office Supplies,Binder,2312.58,1533.72,778.86,0.21
2870,CUST1090,16-09-2023,East,Corporate,Furniture,Bookcase,1324.35,1001.34,323.01,0.26
2871,CUST6000,30-07-2024,North,Corporate,Office Supplies,Paper,2148.84,1857.47,291.37,0.3
2872,CUST8476,15-03-2023,West,Corporate,Furniture,Bookcase,619.85,367.71,252.14,0.29
2873,CUST8094,05-10-2024,West,Home Office,Technology,Laptop,4795.81,2585.34,2210.47,0
2874,CUST9505,26-12-2023,South,Consumer,Furniture,Table,889.39,799.03,90.36,0.05
2875,CUST8945,20-04-2023,North,Consumer,Technology,Accessories,2562.48,2150.86,411.62,0.01
2876,CUST4011,02-09-2024,East,Consumer,Technology,Laptop,3062,1870.3,1191.7,0.26
2877,CUST2110,20-06-2024,East,Corporate,Technology,Laptop,1488.96,1153.5,335.46,0.2
2878,CUST2276,23-07-2023,South,Consumer,Furniture,Chair,1185.32,609.16,576.16,0.12
2879,CUST9480,10-01-2024,East,Corporate,Furniture,Chair,1517.05,1249.43,267.62,0.24
2880,CUST6879,10-09-2023,South,Home Office,Technology,Accessories,2339.42,1737.26,602.16,0.18
2881,CUST9916,21-07-2024,East,Corporate,Technology,Laptop,4153.07,2782.56,1370.51,0.08
2882,CUST3966,13-12-2024,North,Home Office,Technology,Accessories,1398.67,999.32,399.35,0.13
2883,CUST9733,06-12-2023,West,Corporate,Office Supplies,Storage,2256.59,1210.56,1046.03,0.22
2884,CUST6430,19-05-2024,North,Consumer,Office Supplies,Paper,1147.31,664.04,483.27,0.12
2885,CUST2857,24-10-2024,South,Corporate,Office Supplies,Paper,1216.11,892.07,324.04,0.11
2886,CUST9839,06-03-2024,East,Corporate,Office Supplies,Binder,2299.67,1643.96,655.71,0.06
2887,CUST6436,13-03-2023,West,Home Office,Furniture,Table,863.18,735.58,127.6,0.13
2888,CUST5259,07-10-2024,North,Consumer,Office Supplies,Paper,2119.26,1089.82,1029.44,0.15
2889,CUST5098,14-10-2024,East,Consumer,Technology,Accessories,2815.43,2037.07,778.36,0.21
2890,CUST9394,18-03-2024,East,Consumer,Office Supplies,Binder,969.66,582.66,387,0.24
2891,CUST4853,08-10-2023,South,Corporate,Furniture,Table,4741.14,2628.36,2112.78,0.15
2892,CUST1566,18-09-2024,West,Corporate,Technology,Accessories,1149.46,602.35,547.11,0.1
2893,CUST5643,18-03-2024,South,Corporate,Technology,Accessories,804.07,630.37,173.7,0.16
2894,CUST5956,06-10-2023,North,Home Office,Furniture,Bookcase,804.79,405.37,399.42,0.24
2895,CUST7541,06-02-2023,East,Corporate,Office Supplies,Storage,963.35,715.27,248.08,0.1
2896,CUST9402,14-03-2023,West,Corporate,Technology,Phone,2968.88,1859.3,1109.58,0.03
2897,CUST2326,25-07-2024,South,Consumer,Technology,Laptop,1192.46,685.93,506.53,0.13
2898,CUST1339,15-04-2024,North,Corporate,Office Supplies,Binder,3325.59,2013.72,1311.87,0
2899,CUST5758,03-12-2023,West,Consumer,Furniture,Chair,2642.79,1961.75,681.04,0.29
2900,CUST5267,24-07-2024,East,Home Office,Technology,Phone,2988.41,2057.43,930.98,0.17
2901,CUST9439,28-09-2023,North,Corporate,Office Supplies,Binder,4646.71,3863.05,783.66,0.1
2902,CUST6450,14-02-2024,West,Corporate,Furniture,Table,1262.55,763.91,498.64,0.15
2903,CUST4617,23-01-2023,North,Home Office,Technology,Phone,3745.84,2626.91,1118.93,0.02
2904,CUST6918,27-02-2023,West,Consumer,Office Supplies,Binder,3645.55,2998.06,647.49,0.09
2905,CUST4072,21-09-2023,West,Home Office,Office Supplies,Storage,3354.22,2249.46,1104.76,0.27
2906,CUST7455,09-03-2023,South,Home Office,Furniture,Chair,4241.61,3012.28,1229.33,0.21
2907,CUST1926,08-09-2023,South,Home Office,Furniture,Table,4428.41,3092.3,1336.11,0.09
2908,CUST7300,27-06-2023,South,Consumer,Furniture,Bookcase,3792.96,2230.36,1562.6,0.12
2909,CUST1983,26-12-2024,North,Consumer,Furniture,Chair,4342.06,3429.22,912.84,0.12
2910,CUST9654,28-08-2023,North,Corporate,Office Supplies,Storage,1152.25,740.19,412.06,0.09
2911,CUST4808,10-06-2024,East,Consumer,Office Supplies,Binder,962.84,767.7,195.14,0.08
2912,CUST3933,09-08-2023,East,Consumer,Furniture,Table,2325.42,1521.62,803.8,0.29
2913,CUST9537,19-09-2024,North,Corporate,Technology,Laptop,2016.35,1072.68,943.67,0.03
2914,CUST2705,24-04-2023,East,Home Office,Office Supplies,Storage,2994.69,2215.31,779.38,0.13
2915,CUST2962,27-07-2024,East,Home Office,Office Supplies,Storage,2216.03,1155.82,1060.21,0.15
2916,CUST9672,02-05-2024,North,Consumer,Technology,Phone,2573.22,1440.54,1132.68,0.03
2917,CUST2934,07-10-2024,West,Corporate,Office Supplies,Binder,705.51,381.27,324.24,0.18
2918,CUST1898,04-04-2024,North,Consumer,Furniture,Chair,1062.76,638.26,424.5,0.05
2919,CUST5914,28-02-2024,East,Corporate,Office Supplies,Storage,4793.39,4035.3,758.09,0.07
2920,CUST7181,15-10-2023,West,Home Office,Technology,Accessories,1705.07,995.69,709.38,0.15
2921,CUST7676,07-06-2023,East,Consumer,Furniture,Bookcase,196.09,150.7,45.39,0.16
2922,CUST9575,15-12-2023,North,Corporate,Office Supplies,Paper,4503.33,2547.79,1955.54,0.24
2923,CUST2855,01-10-2024,West,Home Office,Furniture,Table,3980.61,2192.81,1787.8,0.12
2924,CUST5362,11-03-2024,East,Home Office,Furniture,Chair,933.75,562.01,371.74,0.08
2925,CUST9335,08-04-2024,East,Home Office,Furniture,Chair,2825.56,1877.77,947.79,0.28
2926,CUST3815,06-11-2023,West,Consumer,Furniture,Chair,719.21,639.72,79.49,0.07
2927,CUST7321,04-03-2023,North,Corporate,Office Supplies,Storage,3887.08,2470.58,1416.5,0.04
2928,CUST1894,22-03-2024,West,Consumer,Technology,Accessories,4303.66,2683.52,1620.14,0.2
2929,CUST5672,15-10-2024,South,Consumer,Office Supplies,Storage,2875.57,1980.41,895.16,0.15
2930,CUST6574,15-11-2023,East,Home Office,Technology,Phone,3687.97,1973.47,1714.5,0.2
2931,CUST4443,11-04-2024,East,Consumer,Office Supplies,Storage,4489.48,2348.52,2140.96,0.04
2932,CUST1222,09-04-2024,West,Home Office,Furniture,Bookcase,3611.5,2437.45,1174.05,0.12
2933,CUST7099,17-05-2023,South,Home Office,Furniture,Table,771.14,541.89,229.25,0.04
2934,CUST7463,03-09-2024,East,Home Office,Office Supplies,Paper,2435.44,1961.62,473.82,0.08
2935,CUST6789,20-07-2024,West,Home Office,Technology,Accessories,2455.85,2202.42,253.43,0.21
2936,CUST5022,17-06-2024,North,Home Office,Furniture,Table,4222.65,2812.03,1410.62,0.23
2937,CUST2132,25-11-2024,South,Home Office,Office Supplies,Paper,298.49,163.92,134.57,0.06
2938,CUST2067,29-11-2024,North,Corporate,Furniture,Table,2069.56,1734.91,334.65,0.1
2939,CUST4788,08-04-2024,North,Consumer,Furniture,Chair,3307.64,2592.28,715.36,0.18
2940,CUST9932,01-05-2024,East,Consumer,Office Supplies,Paper,1850.49,1352.38,498.11,0.1
2941,CUST8018,18-08-2024,North,Home Office,Technology,Laptop,510.98,458.41,52.57,0.04
2942,CUST5583,23-04-2023,South,Corporate,Technology,Phone,454.51,386.98,67.53,0.09
2943,CUST8531,25-02-2024,North,Corporate,Office Supplies,Binder,3286.46,2075.74,1210.72,0.12
2944,CUST5289,18-02-2023,East,Consumer,Furniture,Chair,1384.35,882.13,502.22,0.12
2945,CUST5323,19-06-2023,West,Home Office,Technology,Phone,3630.04,2557.78,1072.26,0.28
2946,CUST8083,21-08-2024,West,Home Office,Furniture,Bookcase,305.21,214.02,91.19,0.18
2947,CUST8317,09-06-2023,East,Home Office,Technology,Laptop,4608.97,2395.11,2213.86,0.17
2948,CUST4421,04-06-2023,East,Home Office,Technology,Laptop,4282.79,2555.85,1726.94,0.26
2949,CUST9158,02-04-2023,North,Home Office,Technology,Laptop,193.31,153.29,40.02,0.28
2950,CUST2597,13-12-2023,South,Home Office,Technology,Laptop,3320.27,2243.21,1077.06,0.01
2951,CUST8138,29-06-2023,North,Corporate,Furniture,Table,4608.56,3171.24,1437.32,0.01
2952,CUST2102,23-01-2024,North,Corporate,Furniture,Table,3480.12,2410.8,1069.32,0.04
2953,CUST6063,22-05-2024,West,Consumer,Technology,Laptop,1149.93,604.63,545.3,0.17
2954,CUST9543,16-11-2023,South,Home Office,Office Supplies,Paper,3147.94,2210.79,937.15,0.25
2955,CUST8226,01-01-2024,East,Corporate,Office Supplies,Storage,4318.94,3223.01,1095.93,0
2956,CUST7435,04-11-2024,West,Consumer,Office Supplies,Storage,3506.63,2339.62,1167.01,0.17
2957,CUST5043,11-05-2023,West,Consumer,Furniture,Table,3280.49,2099.82,1180.67,0.28
2958,CUST3687,25-11-2023,West,Corporate,Furniture,Chair,756.48,581.43,175.05,0
2959,CUST7460,07-02-2023,East,Corporate,Furniture,Bookcase,4630.79,2523.79,2107,0.03
2960,CUST6505,11-12-2024,North,Home Office,Furniture,Bookcase,1731.74,1124.64,607.1,0.06
2961,CUST8265,25-07-2023,South,Home Office,Technology,Phone,2967.1,2009.22,957.88,0.01
2962,CUST9736,16-06-2024,North,Home Office,Office Supplies,Binder,1666.3,1373.32,292.98,0.21
2963,CUST5324,14-04-2023,West,Corporate,Office Supplies,Paper,3651.87,2845.71,806.16,0.09
2964,CUST3251,16-09-2023,North,Home Office,Furniture,Chair,588.35,358.3,230.05,0.25
2965,CUST3551,23-03-2024,South,Corporate,Office Supplies,Storage,4904.31,3420.95,1483.36,0
2966,CUST4274,19-12-2024,North,Corporate,Technology,Phone,786.22,494.4,291.82,0.17
2967,CUST1211,14-10-2023,North,Corporate,Technology,Phone,467.96,410.56,57.4,0.11
2968,CUST4960,01-02-2024,South,Home Office,Furniture,Table,4571.66,3713.14,858.52,0.23
2969,CUST3651,05-05-2024,North,Corporate,Furniture,Table,3072.93,2306.89,766.04,0.19
2970,CUST5793,23-02-2024,North,Home Office,Technology,Laptop,3180.73,2294.87,885.86,0.3
2971,CUST5748,02-11-2024,West,Consumer,Technology,Laptop,3688.22,2990.33,697.89,0.26
2972,CUST9444,11-07-2023,East,Consumer,Office Supplies,Paper,1156.63,617.09,539.54,0.14
2973,CUST7525,07-08-2023,South,Corporate,Office Supplies,Binder,2619,2178.15,440.85,0.13
2974,CUST2561,23-11-2023,North,Corporate,Office Supplies,Storage,2897.18,2059.4,837.78,0.01
2975,CUST2981,22-12-2024,South,Home Office,Furniture,Chair,3114.55,2588.87,525.68,0.05
2976,CUST7918,19-01-2024,East,Corporate,Office Supplies,Paper,3012.23,2221.35,790.88,0.05
2977,CUST3607,27-03-2024,North,Corporate,Technology,Accessories,704.97,628.85,76.12,0.12
2978,CUST5293,13-02-2023,South,Home Office,Office Supplies,Binder,1214.37,690.41,523.96,0.2
2979,CUST4673,11-04-2023,North,Corporate,Office Supplies,Binder,3086.28,2337.61,748.67,0.03
2980,CUST2731,29-02-2024,North,Consumer,Furniture,Table,4478.32,2936.46,1541.86,0.09
2981,CUST7541,09-07-2023,South,Consumer,Office Supplies,Storage,2365.57,1551.88,813.69,0.26
2982,CUST6202,24-04-2023,North,Consumer,Technology,Phone,4653.38,2891.52,1761.86,0.26
2983,CUST6562,07-03-2023,East,Corporate,Office Supplies,Paper,3929.46,3427.76,501.7,0.07
2984,CUST6987,02-03-2023,East,Home Office,Furniture,Bookcase,2927.1,1785,1142.1,0.25
2985,CUST7735,08-02-2023,North,Home Office,Office Supplies,Storage,126.09,91.53,34.56,0.1
2986,CUST6171,25-02-2023,West,Home Office,Technology,Phone,1681.15,1274.25,406.9,0.26
2987,CUST2066,01-01-2023,East,Corporate,Office Supplies,Storage,3085.06,2595.37,489.69,0.08
2988,CUST2517,26-07-2023,North,Corporate,Technology,Laptop,2645.56,1799.55,846.01,0
2989,CUST4443,20-05-2024,South,Home Office,Technology,Phone,2828.38,2162.61,665.77,0.18
2990,CUST9989,03-09-2024,East,Corporate,Office Supplies,Binder,3707.77,2701.24,1006.53,0.02
2991,CUST4195,02-01-2024,East,Corporate,Office Supplies,Paper,670.58,495.28,175.3,0.08
2992,CUST5997,01-10-2024,North,Corporate,Office Supplies,Storage,490.26,329.38,160.88,0.17
2993,CUST8715,03-07-2024,North,Corporate,Furniture,Bookcase,1710.86,1348.45,362.41,0.19
2994,CUST4095,08-06-2024,East,Corporate,Office Supplies,Paper,1730.81,1388.02,342.79,0.19
2995,CUST7575,13-12-2023,South,Home Office,Furniture,Bookcase,3223.48,2325.33,898.15,0
2996,CUST5857,20-11-2024,West,Corporate,Office Supplies,Storage,3512.89,2284.84,1228.05,0.28
2997,CUST8528,19-09-2023,East,Home Office,Office Supplies,Storage,4108.13,3019.8,1088.33,0.08
2998,CUST2506,24-04-2024,East,Corporate,Furniture,Chair,1098.22,698.64,399.58,0.14
2999,CUST9871,24-09-2024,North,Home Office,Furniture,Bookcase,1550.72,1094.76,455.96,0.05
3000,CUST1055,28-12-2024,North,Corporate,Office Supplies,Paper,4890.79,2656.53,2234.26,0.28
3001,CUST6522,18-12-2023,South,Corporate,Furniture,Bookcase,4576.53,3250,1326.53,0.22
3002,CUST8363,14-08-2023,West,Corporate,Technology,Laptop,2236.64,1681.98,554.66,0.1
3003,CUST8113,28-11-2024,South,Consumer,Furniture,Table,1575.68,1152.28,423.4,0.15
3004,CUST3435,10-12-2024,North,Corporate,Technology,Accessories,2939.73,1806.95,1132.78,0.11
3005,CUST8110,05-01-2023,West,Home Office,Office Supplies,Storage,511.1,266.24,244.86,0.08
3006,CUST4522,22-07-2024,East,Home Office,Technology,Accessories,463.81,251.16,212.65,0.24
3007,CUST1922,23-07-2023,West,Consumer,Technology,Phone,290.48,221.8,68.68,0.08
3008,CUST8268,08-10-2023,East,Corporate,Office Supplies,Binder,4370.57,3033.16,1337.41,0.09
3009,CUST3729,25-11-2024,East,Home Office,Furniture,Chair,2636.43,1721.02,915.41,0.17
3010,CUST5127,13-07-2024,West,Consumer,Technology,Laptop,661.21,594.29,66.92,0.13
3011,CUST3772,10-01-2023,North,Corporate,Office Supplies,Storage,1806.33,1416.31,390.02,0.11
3012,CUST3545,30-10-2024,West,Home Office,Office Supplies,Storage,4183.04,2851.61,1331.43,0.22
3013,CUST7733,28-09-2023,South,Home Office,Technology,Accessories,626.52,525.3,101.22,0.22
3014,CUST4509,30-09-2024,South,Home Office,Furniture,Chair,1137.41,634.8,502.61,0.09
3015,CUST7788,04-07-2024,East,Home Office,Office Supplies,Binder,4882.75,2942.99,1939.76,0.14
3016,CUST1032,09-07-2023,West,Consumer,Furniture,Chair,247.1,162.81,84.29,0.17
3017,CUST3141,25-02-2024,North,Consumer,Furniture,Bookcase,4770.31,3371.15,1399.16,0.25
3018,CUST5436,15-01-2024,East,Home Office,Furniture,Table,2780.93,1435.83,1345.1,0.09
3019,CUST2750,28-08-2024,East,Home Office,Furniture,Bookcase,2920.19,2570.46,349.73,0.26
3020,CUST8487,14-02-2023,East,Consumer,Office Supplies,Paper,1218.94,716.79,502.15,0.06
3021,CUST4607,02-05-2023,North,Consumer,Furniture,Table,4620.24,3885.93,734.31,0.23
3022,CUST5779,19-01-2024,South,Home Office,Furniture,Bookcase,2024.4,1420.63,603.77,0.14
3023,CUST7712,07-02-2023,West,Corporate,Technology,Phone,1341.65,941.85,399.8,0.01
3024,CUST3489,19-06-2024,East,Corporate,Office Supplies,Paper,745.87,637.45,108.42,0.23
3025,CUST2948,04-11-2024,East,Consumer,Office Supplies,Paper,2172.06,1535.34,636.72,0.11
3026,CUST8916,11-08-2023,East,Corporate,Furniture,Table,3729.82,3034.86,694.96,0.23
3027,CUST1003,10-08-2024,South,Consumer,Technology,Phone,3640.8,2118.22,1522.58,0.1
3028,CUST1002,11-11-2024,East,Consumer,Furniture,Table,2402.24,1518.98,883.26,0.23
3029,CUST5454,27-03-2023,South,Consumer,Technology,Laptop,1713.83,951.68,762.15,0.12
3030,CUST5082,04-11-2024,West,Home Office,Furniture,Table,4901.58,2893.66,2007.92,0.18
3031,CUST3410,24-02-2024,West,Consumer,Office Supplies,Binder,2221.57,1173.9,1047.67,0.15
3032,CUST6308,29-12-2023,East,Consumer,Furniture,Table,3540.61,2497.15,1043.46,0.26
3033,CUST8851,23-06-2023,North,Corporate,Technology,Accessories,1515.79,810.19,705.6,0.28
3034,CUST1586,01-04-2024,North,Corporate,Office Supplies,Storage,1953.16,1426.9,526.26,0.24
3035,CUST5158,03-12-2024,East,Consumer,Furniture,Chair,1689.14,1328.45,360.69,0.04
3036,CUST1345,26-12-2023,West,Consumer,Furniture,Bookcase,1527.34,852.08,675.26,0.24
3037,CUST3492,05-06-2024,West,Consumer,Office Supplies,Paper,1190.98,937.26,253.72,0.28
3038,CUST8866,08-07-2023,North,Consumer,Technology,Accessories,2686.08,1923.26,762.82,0.14
3039,CUST8346,05-03-2024,South,Home Office,Furniture,Bookcase,1696.86,1171.28,525.58,0.18
3040,CUST7770,12-09-2023,West,Consumer,Technology,Accessories,4931.36,4315.46,615.9,0.26
3041,CUST6424,03-08-2023,East,Home Office,Furniture,Bookcase,4456.74,3062.4,1394.34,0.2
3042,CUST5221,28-01-2024,East,Corporate,Furniture,Table,4485.83,2948,1537.83,0.29
3043,CUST3078,18-06-2024,East,Consumer,Furniture,Table,2137.35,1582.56,554.79,0.21
3044,CUST4054,08-04-2023,East,Corporate,Office Supplies,Paper,4757.9,2844.49,1913.41,0.22
3045,CUST5931,25-01-2024,West,Corporate,Office Supplies,Storage,2652,1610.89,1041.11,0.23
3046,CUST8375,26-05-2024,West,Corporate,Office Supplies,Storage,2805.89,2144.79,661.1,0.1
3047,CUST9652,17-08-2023,East,Consumer,Office Supplies,Storage,2458.24,1836.16,622.08,0.12
3048,CUST8020,06-01-2023,South,Home Office,Office Supplies,Storage,1072.03,948.38,123.65,0.15
3049,CUST1248,06-07-2023,East,Consumer,Office Supplies,Paper,3696.21,2455.83,1240.38,0.11
3050,CUST4224,01-02-2024,South,Corporate,Technology,Phone,2095.11,1390.48,704.63,0.16
3051,CUST9924,24-03-2023,South,Corporate,Technology,Laptop,2763,1930.95,832.05,0.04
3052,CUST9065,11-07-2023,East,Consumer,Office Supplies,Storage,2530.77,1436.57,1094.2,0.04
3053,CUST6019,19-12-2024,South,Home Office,Furniture,Chair,4669.96,3465.02,1204.94,0.2
3054,CUST7793,01-11-2023,West,Consumer,Furniture,Table,2068.79,1786.59,282.2,0.19
3055,CUST5408,26-04-2023,East,Home Office,Furniture,Chair,3868.93,2504.84,1364.09,0.29
3056,CUST1164,28-10-2024,South,Home Office,Office Supplies,Paper,4120.26,3467.53,652.73,0.05
3057,CUST8336,11-01-2024,East,Corporate,Office Supplies,Binder,1427.72,876.98,550.74,0.08
3058,CUST8706,24-07-2023,East,Home Office,Technology,Accessories,4291.5,2200.48,2091.02,0.02
3059,CUST4268,26-05-2023,East,Corporate,Furniture,Table,1442.18,836.39,605.79,0.07
3060,CUST9248,27-11-2024,East,Consumer,Furniture,Bookcase,4009.92,2908.2,1101.72,0
3061,CUST1072,26-04-2024,North,Home Office,Furniture,Table,2203.68,1461.38,742.3,0.03
3062,CUST2375,10-07-2024,North,Consumer,Office Supplies,Storage,3413.09,2665.07,748.02,0.22
3063,CUST4856,29-06-2023,South,Consumer,Technology,Accessories,3669.51,1834.83,1834.68,0.29
3064,CUST4572,12-04-2023,North,Consumer,Technology,Laptop,4089.62,3523.59,566.03,0
3065,CUST3862,02-03-2024,South,Home Office,Office Supplies,Storage,4675.91,3852.55,823.36,0.25
3066,CUST4883,08-05-2024,East,Consumer,Office Supplies,Paper,557.11,443.19,113.92,0.29
3067,CUST5221,28-07-2024,South,Consumer,Furniture,Table,3424.88,2494.08,930.8,0.28
3068,CUST5995,25-01-2024,West,Consumer,Technology,Phone,2270.39,1679.45,590.94,0.14
3069,CUST9522,14-09-2023,East,Consumer,Technology,Laptop,4670.95,2477.63,2193.32,0.15
3070,CUST7670,24-07-2023,West,Corporate,Technology,Accessories,3466.07,2830.96,635.11,0.17
3071,CUST6530,27-11-2023,North,Consumer,Furniture,Bookcase,4553.7,3992.67,561.03,0.02
3072,CUST7306,15-05-2023,North,Home Office,Furniture,Bookcase,2071.62,1055.25,1016.37,0.1
3073,CUST2019,10-05-2024,South,Corporate,Furniture,Bookcase,2730.65,2360.15,370.5,0.25
3074,CUST7833,14-01-2023,West,Corporate,Technology,Phone,724.75,389.34,335.41,0.18
3075,CUST6698,14-06-2024,East,Consumer,Technology,Phone,2707.38,1642.16,1065.22,0.27
3076,CUST9780,18-05-2024,North,Corporate,Office Supplies,Binder,4644.1,3069.96,1574.14,0.27
3077,CUST2014,12-05-2023,East,Corporate,Technology,Laptop,1981.35,1574.63,406.72,0.14
3078,CUST8544,16-10-2024,West,Home Office,Office Supplies,Paper,700.66,610.4,90.26,0.14
3079,CUST8261,18-06-2023,West,Corporate,Furniture,Chair,3698.99,2392.76,1306.23,0.01
3080,CUST8623,27-04-2024,South,Consumer,Office Supplies,Paper,592.6,413.92,178.68,0.21
3081,CUST9115,24-08-2024,North,Home Office,Furniture,Bookcase,1740.2,1354.22,385.98,0.21
3082,CUST2365,19-01-2023,South,Corporate,Furniture,Chair,3549.29,2473.89,1075.4,0.27
3083,CUST4996,21-04-2023,West,Consumer,Technology,Accessories,2497.06,1698.27,798.79,0.06
3084,CUST6833,05-03-2023,South,Home Office,Furniture,Bookcase,1607.51,830.98,776.53,0.19
3085,CUST8253,31-08-2024,South,Consumer,Office Supplies,Paper,1317.83,819.24,498.59,0.23
3086,CUST9629,11-03-2024,South,Corporate,Office Supplies,Binder,1703.38,1016.71,686.67,0.05
3087,CUST6422,27-09-2023,East,Corporate,Office Supplies,Binder,3896.81,2150.58,1746.23,0.14
3088,CUST8626,11-02-2024,South,Home Office,Furniture,Bookcase,2583.96,2002.46,581.5,0.19
3089,CUST7228,05-07-2024,South,Corporate,Office Supplies,Binder,4072.53,2109.17,1963.36,0.09
